fold,test_subject,eval_unit,subject,window_idx,prob,target
10,Subject09,window,Subject09,tensor(450),0.173142671585083,0
10,Subject09,window,Subject09,tensor(451),0.09811404347419739,0
10,Subject09,window,Subject09,tensor(452),0.1016414687037468,0
10,Subject09,window,Subject09,tensor(453),0.08045216649770737,0
10,Subject09,window,Subject09,tensor(454),0.07423025369644165,0
10,Subject09,window,Subject09,tensor(455),0.08835163712501526,0
10,Subject09,window,Subject09,tensor(456),0.04403773695230484,0
10,Subject09,window,Subject09,tensor(457),0.23006518185138702,0
10,Subject09,window,Subject09,tensor(458),0.046935804188251495,0
10,Subject09,window,Subject09,tensor(459),0.06861064583063126,0
10,Subject09,window,Subject09,tensor(460),0.6762879490852356,0
10,Subject09,window,Subject09,tensor(461),0.4743889272212982,0
10,Subject09,window,Subject09,tensor(462),0.12623925507068634,0
10,Subject09,window,Subject09,tensor(463),0.039447981864213943,0
10,Subject09,window,Subject09,tensor(464),0.2739572823047638,0
10,Subject09,window,Subject09,tensor(465),0.6351993680000305,0
10,Subject09,window,Subject09,tensor(466),0.09371250122785568,1
10,Subject09,window,Subject09,tensor(467),0.09008591622114182,1
10,Subject09,window,Subject09,tensor(468),0.27853259444236755,1
10,Subject09,window,Subject09,tensor(469),0.06160527467727661,1
10,Subject09,window,Subject09,tensor(470),0.04064484313130379,1
10,Subject09,window,Subject09,tensor(471),0.06230774149298668,1
10,Subject09,window,Subject09,tensor(472),0.05670550838112831,1
10,Subject09,window,Subject09,tensor(473),0.2619210481643677,1
10,Subject09,window,Subject09,tensor(474),0.6358264684677124,1
10,Subject09,window,Subject09,tensor(475),0.06585565954446793,1
10,Subject09,window,Subject09,tensor(476),0.2957746386528015,1
10,Subject09,window,Subject09,tensor(477),0.15842951834201813,1
11,Subject10,window,Subject10,tensor(478),0.13491085171699524,0
11,Subject10,window,Subject10,tensor(479),0.15438956022262573,0
11,Subject10,window,Subject10,tensor(480),0.11726266145706177,0
11,Subject10,window,Subject10,tensor(481),0.20081207156181335,0
11,Subject10,window,Subject10,tensor(482),0.15456221997737885,0
11,Subject10,window,Subject10,tensor(483),0.24382846057415009,0
11,Subject10,window,Subject10,tensor(484),0.13701358437538147,0
11,Subject10,window,Subject10,tensor(485),0.16856780648231506,0
11,Subject10,window,Subject10,tensor(486),0.13969755172729492,0
11,Subject10,window,Subject10,tensor(487),0.3138761818408966,0
11,Subject10,window,Subject10,tensor(488),0.18836134672164917,0
11,Subject10,window,Subject10,tensor(489),0.2051367163658142,0
11,Subject10,window,Subject10,tensor(490),0.19518573582172394,0
11,Subject10,window,Subject10,tensor(491),0.1807139366865158,0
11,Subject10,window,Subject10,tensor(492),0.10665958374738693,0
11,Subject10,window,Subject10,tensor(493),0.1154165044426918,0
11,Subject10,window,Subject10,tensor(494),0.39725279808044434,0
11,Subject10,window,Subject10,tensor(495),0.17254838347434998,0
11,Subject10,window,Subject10,tensor(496),0.23059634864330292,0
11,Subject10,window,Subject10,tensor(497),0.13870146870613098,0
11,Subject10,window,Subject10,tensor(498),0.3337375521659851,0
11,Subject10,window,Subject10,tensor(499),0.20389200747013092,0
11,Subject10,window,Subject10,tensor(500),0.13285379111766815,0
11,Subject10,window,Subject10,tensor(501),0.16996866464614868,0
11,Subject10,window,Subject10,tensor(502),0.24630330502986908,0
11,Subject10,window,Subject10,tensor(503),0.1772649586200714,0
11,Subject10,window,Subject10,tensor(504),0.169757679104805,0
11,Subject10,window,Subject10,tensor(505),0.3016308844089508,0
11,Subject10,window,Subject10,tensor(506),0.1873060166835785,0
11,Subject10,window,Subject10,tensor(507),0.2276490479707718,0
11,Subject10,window,Subject10,tensor(508),0.15136420726776123,0
11,Subject10,window,Subject10,tensor(509),0.10847339779138565,0
11,Subject10,window,Subject10,tensor(510),0.15180742740631104,0
11,Subject10,window,Subject10,tensor(511),0.22431668639183044,0
11,Subject10,window,Subject10,tensor(512),0.14001663029193878,0
11,Subject10,window,Subject10,tensor(513),0.11988115310668945,0
11,Subject10,window,Subject10,tensor(514),0.18854083120822906,0
11,Subject10,window,Subject10,tensor(515),0.1643328070640564,1
11,Subject10,window,Subject10,tensor(516),0.2921428084373474,1
11,Subject10,window,Subject10,tensor(517),0.3050783574581146,1
11,Subject10,window,Subject10,tensor(518),0.13569296896457672,1
11,Subject10,window,Subject10,tensor(519),0.29831764101982117,1
11,Subject10,window,Subject10,tensor(520),0.10878147929906845,1
11,Subject10,window,Subject10,tensor(521),0.31295865774154663,1
11,Subject10,window,Subject10,tensor(522),0.31110790371894836,1
11,Subject10,window,Subject10,tensor(523),0.10974506288766861,1
11,Subject10,window,Subject10,tensor(524),0.1536824107170105,1
11,Subject10,window,Subject10,tensor(525),0.3076687455177307,1
11,Subject10,window,Subject10,tensor(526),0.2982584238052368,1
12,Subject11,window,Subject11,tensor(527),0.26089924573898315,0
12,Subject11,window,Subject11,tensor(528),0.14602336287498474,0
12,Subject11,window,Subject11,tensor(529),0.38989225029945374,0
12,Subject11,window,Subject11,tensor(530),0.1315651684999466,0
12,Subject11,window,Subject11,tensor(531),0.13522671163082123,0
12,Subject11,window,Subject11,tensor(532),0.33966848254203796,0
12,Subject11,window,Subject11,tensor(533),0.1618018001317978,0
12,Subject11,window,Subject11,tensor(534),0.11352412402629852,0
12,Subject11,window,Subject11,tensor(535),0.160966157913208,0
12,Subject11,window,Subject11,tensor(536),0.10399127751588821,0
12,Subject11,window,Subject11,tensor(537),0.15373550355434418,0
12,Subject11,window,Subject11,tensor(538),0.1566789299249649,0
12,Subject11,window,Subject11,tensor(539),0.12395502626895905,0
12,Subject11,window,Subject11,tensor(540),0.32392653822898865,0
12,Subject11,window,Subject11,tensor(541),0.5149928331375122,0
12,Subject11,window,Subject11,tensor(542),0.10080088675022125,0
12,Subject11,window,Subject11,tensor(543),0.11673867702484131,0
12,Subject11,window,Subject11,tensor(544),0.15668539702892303,0
12,Subject11,window,Subject11,tensor(545),0.47383901476860046,0
12,Subject11,window,Subject11,tensor(546),0.1355411410331726,0
12,Subject11,window,Subject11,tensor(547),0.22117358446121216,0
12,Subject11,window,Subject11,tensor(548),0.1273941993713379,0
12,Subject11,window,Subject11,tensor(549),0.30365413427352905,0
12,Subject11,window,Subject11,tensor(550),0.10422395914793015,0
12,Subject11,window,Subject11,tensor(551),0.15770286321640015,0
12,Subject11,window,Subject11,tensor(552),0.28132539987564087,0
12,Subject11,window,Subject11,tensor(553),0.48151978850364685,0
12,Subject11,window,Subject11,tensor(554),0.22364874184131622,0
12,Subject11,window,Subject11,tensor(555),0.3472422659397125,0
12,Subject11,window,Subject11,tensor(556),0.13074126839637756,0
12,Subject11,window,Subject11,tensor(557),0.5197246670722961,0
12,Subject11,window,Subject11,tensor(558),0.19127127528190613,0
12,Subject11,window,Subject11,tensor(559),0.2085878700017929,0
12,Subject11,window,Subject11,tensor(560),0.4603950083255768,0
12,Subject11,window,Subject11,tensor(561),0.3789188265800476,0
12,Subject11,window,Subject11,tensor(562),0.5001740455627441,0
12,Subject11,window,Subject11,tensor(563),0.2342209666967392,1
12,Subject11,window,Subject11,tensor(564),0.5203636884689331,1
12,Subject11,window,Subject11,tensor(565),0.3251965641975403,1
12,Subject11,window,Subject11,tensor(566),0.20301339030265808,1
12,Subject11,window,Subject11,tensor(567),0.1490861177444458,1
12,Subject11,window,Subject11,tensor(568),0.13701307773590088,1
12,Subject11,window,Subject11,tensor(569),0.4300939440727234,1
12,Subject11,window,Subject11,tensor(570),0.4732222259044647,1
12,Subject11,window,Subject11,tensor(571),0.4484224319458008,1
12,Subject11,window,Subject11,tensor(572),0.22415675222873688,1
12,Subject11,window,Subject11,tensor(573),0.13211601972579956,1
12,Subject11,window,Subject11,tensor(574),0.18040871620178223,1
13,Subject12,window,Subject12,tensor(575),0.21353277564048767,0
13,Subject12,window,Subject12,tensor(576),0.03593626990914345,0
13,Subject12,window,Subject12,tensor(577),0.5083321332931519,0
13,Subject12,window,Subject12,tensor(578),0.1334865391254425,0
13,Subject12,window,Subject12,tensor(579),0.04511535167694092,0
13,Subject12,window,Subject12,tensor(580),0.10810413956642151,0
13,Subject12,window,Subject12,tensor(581),0.08329857140779495,0
13,Subject12,window,Subject12,tensor(582),0.3448764681816101,0
13,Subject12,window,Subject12,tensor(583),0.04791761189699173,0
13,Subject12,window,Subject12,tensor(584),0.0606788769364357,0
13,Subject12,window,Subject12,tensor(585),0.0365261472761631,0
13,Subject12,window,Subject12,tensor(586),0.03275420516729355,0
13,Subject12,window,Subject12,tensor(587),0.4358232915401459,0
13,Subject12,window,Subject12,tensor(588),0.5294500589370728,0
13,Subject12,window,Subject12,tensor(589),0.03530580550432205,0
13,Subject12,window,Subject12,tensor(590),0.7548308968544006,0
13,Subject12,window,Subject12,tensor(591),0.06194077059626579,0
13,Subject12,window,Subject12,tensor(592),0.46498921513557434,0
13,Subject12,window,Subject12,tensor(593),0.0979379415512085,0
13,Subject12,window,Subject12,tensor(594),0.17762823402881622,0
13,Subject12,window,Subject12,tensor(595),0.12483876943588257,0
13,Subject12,window,Subject12,tensor(596),0.7052027583122253,0
13,Subject12,window,Subject12,tensor(597),0.25822365283966064,0
13,Subject12,window,Subject12,tensor(598),0.4555991291999817,0
13,Subject12,window,Subject12,tensor(599),0.25419333577156067,0
13,Subject12,window,Subject12,tensor(600),0.04637986049056053,0
13,Subject12,window,Subject12,tensor(601),0.47081178426742554,0
13,Subject12,window,Subject12,tensor(602),0.5585955381393433,0
13,Subject12,window,Subject12,tensor(603),0.34922659397125244,0
13,Subject12,window,Subject12,tensor(604),0.08042144775390625,0
13,Subject12,window,Subject12,tensor(605),0.2647264301776886,0
13,Subject12,window,Subject12,tensor(606),0.516103982925415,0
13,Subject12,window,Subject12,tensor(607),0.23748856782913208,0
13,Subject12,window,Subject12,tensor(608),0.1822604089975357,0
13,Subject12,window,Subject12,tensor(609),0.43834376335144043,0
13,Subject12,window,Subject12,tensor(610),0.501704752445221,0
13,Subject12,window,Subject12,tensor(611),0.538766622543335,1
13,Subject12,window,Subject12,tensor(612),0.17362944781780243,1
13,Subject12,window,Subject12,tensor(613),0.15269988775253296,1
13,Subject12,window,Subject12,tensor(614),0.04272971302270889,1
13,Subject12,window,Subject12,tensor(615),0.23791171610355377,1
13,Subject12,window,Subject12,tensor(616),0.3012743592262268,1
13,Subject12,window,Subject12,tensor(617),0.09158852696418762,1
13,Subject12,window,Subject12,tensor(618),0.23554739356040955,1
13,Subject12,window,Subject12,tensor(619),0.19800397753715515,1
13,Subject12,window,Subject12,tensor(620),0.3526707887649536,1
13,Subject12,window,Subject12,tensor(621),0.24070782959461212,1
13,Subject12,window,Subject12,tensor(622),0.15426035225391388,1
14,Subject13,window,Subject13,tensor(623),0.08495349436998367,0
14,Subject13,window,Subject13,tensor(624),0.4248952269554138,0
14,Subject13,window,Subject13,tensor(625),0.20750415325164795,0
14,Subject13,window,Subject13,tensor(626),0.2832013666629791,0
14,Subject13,window,Subject13,tensor(627),0.4651600122451782,0
14,Subject13,window,Subject13,tensor(628),0.29038819670677185,0
14,Subject13,window,Subject13,tensor(629),0.3845079243183136,0
14,Subject13,window,Subject13,tensor(630),0.056400131434202194,0
14,Subject13,window,Subject13,tensor(631),0.26740312576293945,0
14,Subject13,window,Subject13,tensor(632),0.11676904559135437,0
14,Subject13,window,Subject13,tensor(633),0.07074950635433197,0
14,Subject13,window,Subject13,tensor(634),0.07552860677242279,0
14,Subject13,window,Subject13,tensor(635),0.21841983497142792,0
14,Subject13,window,Subject13,tensor(636),0.32695409655570984,0
14,Subject13,window,Subject13,tensor(637),0.49329978227615356,0
14,Subject13,window,Subject13,tensor(638),0.11932322382926941,0
14,Subject13,window,Subject13,tensor(639),0.3652998208999634,0
14,Subject13,window,Subject13,tensor(640),0.09923522174358368,0
14,Subject13,window,Subject13,tensor(641),0.06140951067209244,0
14,Subject13,window,Subject13,tensor(642),0.10859547555446625,0
14,Subject13,window,Subject13,tensor(643),0.3000897467136383,0
14,Subject13,window,Subject13,tensor(644),0.20164640247821808,0
14,Subject13,window,Subject13,tensor(645),0.054201290011405945,0
14,Subject13,window,Subject13,tensor(646),0.19292908906936646,0
14,Subject13,window,Subject13,tensor(647),0.3186899423599243,0
14,Subject13,window,Subject13,tensor(648),0.47646209597587585,0
14,Subject13,window,Subject13,tensor(649),0.35189297795295715,0
14,Subject13,window,Subject13,tensor(650),0.2578551769256592,0
14,Subject13,window,Subject13,tensor(651),0.19866563379764557,0
14,Subject13,window,Subject13,tensor(652),0.1438034623861313,0
14,Subject13,window,Subject13,tensor(653),0.22924669086933136,0
14,Subject13,window,Subject13,tensor(654),0.39946475625038147,0
14,Subject13,window,Subject13,tensor(655),0.42937779426574707,0
14,Subject13,window,Subject13,tensor(656),0.3756420314311981,0
14,Subject13,window,Subject13,tensor(657),0.3370150625705719,0
14,Subject13,window,Subject13,tensor(658),0.10619350522756577,0
14,Subject13,window,Subject13,tensor(659),0.062390297651290894,1
14,Subject13,window,Subject13,tensor(660),0.32258984446525574,1
14,Subject13,window,Subject13,tensor(661),0.4909815192222595,1
14,Subject13,window,Subject13,tensor(662),0.4746950566768646,1
14,Subject13,window,Subject13,tensor(663),0.12581276893615723,1
14,Subject13,window,Subject13,tensor(664),0.18391519784927368,1
14,Subject13,window,Subject13,tensor(665),0.4352453052997589,1
14,Subject13,window,Subject13,tensor(666),0.2983657717704773,1
14,Subject13,window,Subject13,tensor(667),0.08891274780035019,1
14,Subject13,window,Subject13,tensor(668),0.3300134241580963,1
14,Subject13,window,Subject13,tensor(669),0.5033292174339294,1
14,Subject13,window,Subject13,tensor(670),0.3041139245033264,1
15,Subject14,window,Subject14,tensor(671),0.18393653631210327,0
15,Subject14,window,Subject14,tensor(672),0.3568854331970215,0
15,Subject14,window,Subject14,tensor(673),0.39094457030296326,0
15,Subject14,window,Subject14,tensor(674),0.3225766718387604,0
15,Subject14,window,Subject14,tensor(675),0.2628001868724823,0
15,Subject14,window,Subject14,tensor(676),0.16785037517547607,0
15,Subject14,window,Subject14,tensor(677),0.16698050498962402,0
15,Subject14,window,Subject14,tensor(678),0.10242936760187149,0
15,Subject14,window,Subject14,tensor(679),0.4624432623386383,0
15,Subject14,window,Subject14,tensor(680),0.4361095726490021,0
15,Subject14,window,Subject14,tensor(681),0.3445363938808441,0
15,Subject14,window,Subject14,tensor(682),0.24142374098300934,0
15,Subject14,window,Subject14,tensor(683),0.2049412578344345,0
15,Subject14,window,Subject14,tensor(684),0.36430659890174866,0
15,Subject14,window,Subject14,tensor(685),0.25095734000205994,0
15,Subject14,window,Subject14,tensor(686),0.16846251487731934,0
15,Subject14,window,Subject14,tensor(687),0.2694431245326996,0
15,Subject14,window,Subject14,tensor(688),0.2987455129623413,0
15,Subject14,window,Subject14,tensor(689),0.2241377979516983,0
15,Subject14,window,Subject14,tensor(690),0.21481354534626007,0
15,Subject14,window,Subject14,tensor(691),0.1530066877603531,0
15,Subject14,window,Subject14,tensor(692),0.4591064751148224,0
15,Subject14,window,Subject14,tensor(693),0.16485217213630676,0
15,Subject14,window,Subject14,tensor(694),0.18465633690357208,0
15,Subject14,window,Subject14,tensor(695),0.3513905704021454,0
15,Subject14,window,Subject14,tensor(696),0.3100076913833618,0
15,Subject14,window,Subject14,tensor(697),0.26158586144447327,0
15,Subject14,window,Subject14,tensor(698),0.37740784883499146,0
15,Subject14,window,Subject14,tensor(699),0.184650719165802,0
15,Subject14,window,Subject14,tensor(700),0.26554158329963684,0
15,Subject14,window,Subject14,tensor(701),0.44788649678230286,0
15,Subject14,window,Subject14,tensor(702),0.4014985263347626,0
15,Subject14,window,Subject14,tensor(703),0.2430804818868637,0
15,Subject14,window,Subject14,tensor(704),0.4226268231868744,0
15,Subject14,window,Subject14,tensor(705),0.22545231878757477,0
15,Subject14,window,Subject14,tensor(706),0.31199783086776733,0
15,Subject14,window,Subject14,tensor(707),0.38889041543006897,1
15,Subject14,window,Subject14,tensor(708),0.47491931915283203,1
15,Subject14,window,Subject14,tensor(709),0.15207847952842712,1
15,Subject14,window,Subject14,tensor(710),0.4240542948246002,1
15,Subject14,window,Subject14,tensor(711),0.4390946328639984,1
15,Subject14,window,Subject14,tensor(712),0.25445255637168884,1
15,Subject14,window,Subject14,tensor(713),0.2771773636341095,1
15,Subject14,window,Subject14,tensor(714),0.45158880949020386,1
15,Subject14,window,Subject14,tensor(715),0.4318503737449646,1
15,Subject14,window,Subject14,tensor(716),0.35619157552719116,1
15,Subject14,window,Subject14,tensor(717),0.4100683033466339,1
15,Subject14,window,Subject14,tensor(718),0.3797055184841156,1
16,Subject15,window,Subject15,tensor(719),0.10906930267810822,0
16,Subject15,window,Subject15,tensor(720),0.6037635803222656,0
16,Subject15,window,Subject15,tensor(721),0.4892350435256958,0
16,Subject15,window,Subject15,tensor(722),0.26354631781578064,0
16,Subject15,window,Subject15,tensor(723),0.24726034700870514,0
16,Subject15,window,Subject15,tensor(724),0.33502885699272156,0
16,Subject15,window,Subject15,tensor(725),0.3427174389362335,0
16,Subject15,window,Subject15,tensor(726),0.1634257435798645,0
16,Subject15,window,Subject15,tensor(727),0.13107214868068695,0
16,Subject15,window,Subject15,tensor(728),0.10293233394622803,0
16,Subject15,window,Subject15,tensor(729),0.5933957695960999,0
16,Subject15,window,Subject15,tensor(730),0.1281244158744812,0
16,Subject15,window,Subject15,tensor(731),0.1184772476553917,0
16,Subject15,window,Subject15,tensor(732),0.5370898842811584,0
16,Subject15,window,Subject15,tensor(733),0.205327108502388,0
16,Subject15,window,Subject15,tensor(734),0.09125269949436188,0
16,Subject15,window,Subject15,tensor(735),0.11034175008535385,0
16,Subject15,window,Subject15,tensor(736),0.0488431341946125,0
16,Subject15,window,Subject15,tensor(737),0.16806212067604065,0
16,Subject15,window,Subject15,tensor(738),0.45272296667099,0
16,Subject15,window,Subject15,tensor(739),0.38074198365211487,0
16,Subject15,window,Subject15,tensor(740),0.06522464007139206,0
16,Subject15,window,Subject15,tensor(741),0.07922124117612839,0
16,Subject15,window,Subject15,tensor(742),0.12190892547369003,0
16,Subject15,window,Subject15,tensor(743),0.06148029863834381,0
16,Subject15,window,Subject15,tensor(744),0.15633761882781982,0
16,Subject15,window,Subject15,tensor(745),0.05672524869441986,0
16,Subject15,window,Subject15,tensor(746),0.4260346293449402,0
16,Subject15,window,Subject15,tensor(747),0.2344539314508438,0
16,Subject15,window,Subject15,tensor(748),0.06025758758187294,0
16,Subject15,window,Subject15,tensor(749),0.3569111227989197,0
16,Subject15,window,Subject15,tensor(750),0.056911781430244446,0
16,Subject15,window,Subject15,tensor(751),0.058439332991838455,0
16,Subject15,window,Subject15,tensor(752),0.4252997934818268,0
16,Subject15,window,Subject15,tensor(753),0.05507057532668114,0
16,Subject15,window,Subject15,tensor(754),0.5574705600738525,0
16,Subject15,window,Subject15,tensor(755),0.4232468903064728,1
16,Subject15,window,Subject15,tensor(756),0.12055237591266632,1
16,Subject15,window,Subject15,tensor(757),0.06962843239307404,1
16,Subject15,window,Subject15,tensor(758),0.24821938574314117,1
16,Subject15,window,Subject15,tensor(759),0.3131086230278015,1
16,Subject15,window,Subject15,tensor(760),0.06849542260169983,1
16,Subject15,window,Subject15,tensor(761),0.4865707457065582,1
16,Subject15,window,Subject15,tensor(762),0.1402001678943634,1
16,Subject15,window,Subject15,tensor(763),0.20744089782238007,1
16,Subject15,window,Subject15,tensor(764),0.07718972116708755,1
16,Subject15,window,Subject15,tensor(765),0.4780173599720001,1
16,Subject15,window,Subject15,tensor(766),0.0660426914691925,1
17,Subject16,window,Subject16,tensor(767),0.36819988489151,0
17,Subject16,window,Subject16,tensor(768),0.480741024017334,0
17,Subject16,window,Subject16,tensor(769),0.035712748765945435,0
17,Subject16,window,Subject16,tensor(770),0.2969180941581726,0
17,Subject16,window,Subject16,tensor(771),0.34196537733078003,0
17,Subject16,window,Subject16,tensor(772),0.15915945172309875,0
17,Subject16,window,Subject16,tensor(773),0.5724529027938843,0
17,Subject16,window,Subject16,tensor(774),0.0488571934401989,0
17,Subject16,window,Subject16,tensor(775),0.4953564703464508,0
17,Subject16,window,Subject16,tensor(776),0.0288402047008276,0
17,Subject16,window,Subject16,tensor(777),0.16801616549491882,0
17,Subject16,window,Subject16,tensor(778),0.23023079335689545,0
17,Subject16,window,Subject16,tensor(779),0.10413111746311188,0
17,Subject16,window,Subject16,tensor(780),0.5350874066352844,0
17,Subject16,window,Subject16,tensor(781),0.3905748724937439,0
17,Subject16,window,Subject16,tensor(782),0.06290248781442642,0
17,Subject16,window,Subject16,tensor(783),0.21448597311973572,0
17,Subject16,window,Subject16,tensor(784),0.34656745195388794,0
17,Subject16,window,Subject16,tensor(785),0.5497266054153442,0
17,Subject16,window,Subject16,tensor(786),0.14583224058151245,0
17,Subject16,window,Subject16,tensor(787),0.4558925926685333,0
17,Subject16,window,Subject16,tensor(788),0.027252817526459694,0
17,Subject16,window,Subject16,tensor(789),0.5008842349052429,0
17,Subject16,window,Subject16,tensor(790),0.4005347788333893,0
17,Subject16,window,Subject16,tensor(791),0.060501907020807266,0
17,Subject16,window,Subject16,tensor(792),0.05356450751423836,0
17,Subject16,window,Subject16,tensor(793),0.19337743520736694,0
17,Subject16,window,Subject16,tensor(794),0.027004370465874672,0
17,Subject16,window,Subject16,tensor(795),0.5540127754211426,0
17,Subject16,window,Subject16,tensor(796),0.05770958587527275,0
17,Subject16,window,Subject16,tensor(797),0.2139134705066681,0
17,Subject16,window,Subject16,tensor(798),0.03555857390165329,0
17,Subject16,window,Subject16,tensor(799),0.3869917094707489,0
17,Subject16,window,Subject16,tensor(800),0.05208580568432808,0
17,Subject16,window,Subject16,tensor(801),0.055832382291555405,0
17,Subject16,window,Subject16,tensor(802),0.5200242400169373,0
17,Subject16,window,Subject16,tensor(803),0.07488889992237091,1
17,Subject16,window,Subject16,tensor(804),0.0793003961443901,1
17,Subject16,window,Subject16,tensor(805),0.1896008849143982,1
17,Subject16,window,Subject16,tensor(806),0.19331520795822144,1
17,Subject16,window,Subject16,tensor(807),0.20199547708034515,1
17,Subject16,window,Subject16,tensor(808),0.365572065114975,1
17,Subject16,window,Subject16,tensor(809),0.025487907230854034,1
17,Subject16,window,Subject16,tensor(810),0.22813895344734192,1
17,Subject16,window,Subject16,tensor(811),0.4292375445365906,1
17,Subject16,window,Subject16,tensor(812),0.3908272981643677,1
17,Subject16,window,Subject16,tensor(813),0.22374112904071808,1
17,Subject16,window,Subject16,tensor(814),0.19796112179756165,1
18,Subject17,window,Subject17,tensor(815),0.2011738270521164,0
18,Subject17,window,Subject17,tensor(816),0.21814166009426117,0
18,Subject17,window,Subject17,tensor(817),0.14326855540275574,0
18,Subject17,window,Subject17,tensor(818),0.24335376918315887,0
18,Subject17,window,Subject17,tensor(819),0.3467823565006256,0
18,Subject17,window,Subject17,tensor(820),0.16010156273841858,0
18,Subject17,window,Subject17,tensor(821),0.15962950885295868,0
18,Subject17,window,Subject17,tensor(822),0.29781484603881836,0
18,Subject17,window,Subject17,tensor(823),0.14051301777362823,0
18,Subject17,window,Subject17,tensor(824),0.3056597113609314,0
18,Subject17,window,Subject17,tensor(825),0.2520425319671631,0
18,Subject17,window,Subject17,tensor(826),0.14818254113197327,0
18,Subject17,window,Subject17,tensor(827),0.14266900718212128,0
18,Subject17,window,Subject17,tensor(828),0.47239163517951965,0
18,Subject17,window,Subject17,tensor(829),0.10830459743738174,0
18,Subject17,window,Subject17,tensor(830),0.20997726917266846,0
18,Subject17,window,Subject17,tensor(831),0.33568212389945984,0
18,Subject17,window,Subject17,tensor(832),0.1278599351644516,0
18,Subject17,window,Subject17,tensor(833),0.27335867285728455,0
18,Subject17,window,Subject17,tensor(834),0.45989662408828735,0
18,Subject17,window,Subject17,tensor(835),0.44272369146347046,0
18,Subject17,window,Subject17,tensor(836),0.14255958795547485,0
18,Subject17,window,Subject17,tensor(837),0.1487312912940979,0
18,Subject17,window,Subject17,tensor(838),0.3170183598995209,0
18,Subject17,window,Subject17,tensor(839),0.3062363862991333,0
18,Subject17,window,Subject17,tensor(840),0.12177248299121857,0
18,Subject17,window,Subject17,tensor(841),0.21794168651103973,0
18,Subject17,window,Subject17,tensor(842),0.2581571638584137,0
18,Subject17,window,Subject17,tensor(843),0.12299849838018417,0
18,Subject17,window,Subject17,tensor(844),0.11009558290243149,0
18,Subject17,window,Subject17,tensor(845),0.2526395320892334,0
18,Subject17,window,Subject17,tensor(846),0.15070205926895142,0
18,Subject17,window,Subject17,tensor(847),0.12183507531881332,0
18,Subject17,window,Subject17,tensor(848),0.1643102914094925,0
18,Subject17,window,Subject17,tensor(849),0.34435465931892395,0
18,Subject17,window,Subject17,tensor(850),0.21740089356899261,0
18,Subject17,window,Subject17,tensor(851),0.18148189783096313,1
18,Subject17,window,Subject17,tensor(852),0.31380656361579895,1
18,Subject17,window,Subject17,tensor(853),0.20000912249088287,1
18,Subject17,window,Subject17,tensor(854),0.28919634222984314,1
18,Subject17,window,Subject17,tensor(855),0.24749670922756195,1
18,Subject17,window,Subject17,tensor(856),0.45723050832748413,1
18,Subject17,window,Subject17,tensor(857),0.32900944352149963,1
18,Subject17,window,Subject17,tensor(858),0.22228077054023743,1
18,Subject17,window,Subject17,tensor(859),0.4075635075569153,1
18,Subject17,window,Subject17,tensor(860),0.47278574109077454,1
18,Subject17,window,Subject17,tensor(861),0.24781866371631622,1
18,Subject17,window,Subject17,tensor(862),0.34018397331237793,1
19,Subject18,window,Subject18,tensor(863),0.1710147261619568,0
19,Subject18,window,Subject18,tensor(864),0.17697198688983917,0
19,Subject18,window,Subject18,tensor(865),0.5689398050308228,0
19,Subject18,window,Subject18,tensor(866),0.055769797414541245,0
19,Subject18,window,Subject18,tensor(867),0.1115821897983551,0
19,Subject18,window,Subject18,tensor(868),0.17968785762786865,0
19,Subject18,window,Subject18,tensor(869),0.13696637749671936,0
19,Subject18,window,Subject18,tensor(870),0.7063925862312317,0
19,Subject18,window,Subject18,tensor(871),0.10896942019462585,0
19,Subject18,window,Subject18,tensor(872),0.37240487337112427,0
19,Subject18,window,Subject18,tensor(873),0.46586596965789795,0
19,Subject18,window,Subject18,tensor(874),0.049051910638809204,0
19,Subject18,window,Subject18,tensor(875),0.137490376830101,0
19,Subject18,window,Subject18,tensor(876),0.24296976625919342,0
19,Subject18,window,Subject18,tensor(877),0.35818493366241455,0
19,Subject18,window,Subject18,tensor(878),0.048787329345941544,0
19,Subject18,window,Subject18,tensor(879),0.1692480891942978,0
19,Subject18,window,Subject18,tensor(880),0.16199541091918945,0
19,Subject18,window,Subject18,tensor(881),0.05137885734438896,0
19,Subject18,window,Subject18,tensor(882),0.0946560651063919,0
19,Subject18,window,Subject18,tensor(883),0.03745375946164131,0
19,Subject18,window,Subject18,tensor(884),0.047528184950351715,0
19,Subject18,window,Subject18,tensor(885),0.4580714702606201,0
19,Subject18,window,Subject18,tensor(886),0.17663165926933289,0
19,Subject18,window,Subject18,tensor(887),0.07166759669780731,0
19,Subject18,window,Subject18,tensor(888),0.49703341722488403,0
19,Subject18,window,Subject18,tensor(889),0.2705595791339874,0
19,Subject18,window,Subject18,tensor(890),0.04970156401395798,0
19,Subject18,window,Subject18,tensor(891),0.6489355564117432,0
19,Subject18,window,Subject18,tensor(892),0.04541570320725441,0
19,Subject18,window,Subject18,tensor(893),0.3798447847366333,0
19,Subject18,window,Subject18,tensor(894),0.15919697284698486,0
19,Subject18,window,Subject18,tensor(895),0.7440311312675476,0
19,Subject18,window,Subject18,tensor(896),0.03956735506653786,0
19,Subject18,window,Subject18,tensor(897),0.13331618905067444,0
19,Subject18,window,Subject18,tensor(898),0.05872562527656555,0
19,Subject18,window,Subject18,tensor(899),0.5865659713745117,1
19,Subject18,window,Subject18,tensor(900),0.03609757125377655,1
